YEAR,MO,DY,QV2M,RH2M,PRECTOTCORR,T2M,TS,WS2M,CLRSKY_SFC_SW_DWN,PS,WS10M
2017,8,26,8.36,87.19,0.63,13.53,13.97,3.55,4.65,101.28,5.09
2017,8,27,9.58,89.69,0.74,15.34,15.65,2.55,4.69,101.31,3.73
2017,8,28,12.51,93.31,7.12,18.58,18.48,2.6,3.55,100.88,3.98
2017,8,29,9.7,84.12,5.31,15.9,15.66,4.2,4.55,100.85,6.13
2017,8,30,5.49,72.75,0.0,10.4,10.37,2.99,5.19,102.11,4.26
2017,8,31,6.23,76.62,0.0,11.55,11.33,2.51,5.36,102.06,3.77
2017,9,1,10.13,88.12,0.0,16.19,16.3,2.51,4.64,101.21,3.82
2017,9,2,12.88,93.69,0.6,18.88,18.43,2.23,4.01,101.08,3.39
2017,9,3,9.83,92.0,9.14,15.15,15.24,2.77,3.87,100.94,3.97
2017,9,4,6.65,78.94,1.82,12.1,12.43,4.75,5.22,101.85,6.86
2017,9,5,5.31,73.62,0.0,10.24,10.85,2.38,5.68,102.34,3.59
2017,9,6,7.08,81.25,0.0,12.54,12.7,2.36,5.45,101.81,3.66
2017,9,7,7.75,82.5,0.02,13.28,13.23,2.17,5.33,101.5,3.53
2017,9,8,9.09,89.5,5.56,13.89,14.13,3.11,5.23,101.21,4.59
2017,9,9,11.47,94.31,36.09,17.09,16.92,2.7,3.37,100.91,4.02
2017,9,10,11.78,95.94,53.28,17.08,16.78,4.3,3.55,99.81,6.27
2017,9,11,5.86,72.38,0.27,11.44,11.78,5.42,5.78,101.02,7.93
2017,9,12,6.47,78.19,0.0,11.97,12.47,1.45,5.84,102.12,2.46
2017,9,13,8.06,83.5,0.0,13.85,14.18,1.7,5.65,101.51,2.69
2017,9,14,8.12,78.94,0.0,15.11,15.37,2.59,5.82,101.31,3.84
2017,9,15,6.71,80.44,0.01,11.98,12.87,2.91,6.07,102.72,4.16
2017,9,16,6.53,75.88,0.0,12.73,13.45,1.37,6.04,102.79,2.33
2017,9,17,7.14,77.19,0.0,13.6,13.38,1.5,6.19,102.39,2.48
2017,9,18,8.79,82.0,0.0,15.24,15.35,2.23,6.16,101.93,3.59
2017,9,19,9.34,82.31,0.0,16.22,16.33,3.05,6.29,101.46,4.58
2017,9,20,11.41,88.0,0.39,18.03,17.99,3.23,5.05,101.22,4.73
2017,9,21,7.26,89.0,18.24,11.19,11.73,3.56,5.89,102.04,5.11
2017,9,22,5.86,73.38,0.02,11.44,11.7,1.63,6.43,101.9,2.32
2017,9,23,6.71,72.38,0.0,13.62,13.66,1.28,6.5,102.08,2.2
2017,9,24,8.42,81.38,0.0,14.9,14.98,2.6,6.61,101.79,4.09
2017,9,25,9.64,80.44,0.0,17.45,17.67,1.73,5.93,101.7,2.73
2017,9,26,7.45,84.56,8.38,12.41,12.94,5.45,5.76,101.72,7.83
2017,9,27,5.92,74.38,7.17,11.49,12.19,4.16,6.64,101.99,6.03
2017,9,28,7.26,79.56,0.0,13.19,13.48,3.1,6.72,102.26,4.59
2017,9,29,8.24,85.44,0.13,13.79,13.68,2.23,6.32,101.67,3.42
2017,9,30,10.74,88.69,4.57,16.89,17.0,1.92,6.16,100.41,3.09
2017,10,1,8.85,91.0,38.48,13.5,13.32,3.73,6.36,99.87,5.62
2017,10,2,7.2,77.69,0.54,13.19,13.42,3.0,6.72,100.27,4.52
2017,10,3,7.14,69.06,4.18,15.05,14.44,3.55,6.86,100.74,5.3
2017,10,4,9.4,70.0,0.0,18.8,18.05,5.85,6.75,99.97,8.7
2017,10,5,8.42,68.12,0.0,17.87,17.29,2.5,6.85,100.28,3.85
2017,10,6,6.53,63.56,0.0,15.33,14.29,2.97,7.22,101.73,4.57
2017,10,7,7.39,75.62,0.0,14.3,14.58,3.2,7.36,102.02,4.8
2017,10,8,9.4,82.31,1.81,16.3,16.87,2.34,6.73,101.18,3.52
2017,10,9,8.48,76.62,0.2,16.15,16.3,2.92,7.08,100.95,4.42
2017,10,10,6.77,72.31,0.0,13.57,13.91,2.18,7.14,101.41,3.27
2017,10,11,6.96,70.06,1.52,14.66,14.95,3.85,7.2,101.67,5.65
2017,10,12,7.2,81.81,9.47,12.51,12.84,4.62,7.23,101.86,6.7
2017,10,13,6.29,74.88,0.58,12.07,12.33,2.64,7.32,101.97,3.78
2017,10,14,6.71,69.5,0.0,14.3,14.35,2.55,7.64,101.83,4.03
2017,10,15,7.87,70.81,0.0,16.29,16.37,2.16,7.58,101.81,3.45
2017,10,16,10.38,78.69,0.07,18.76,18.64,2.97,7.5,101.22,4.62
2017,10,17,13.24,90.94,1.83,19.83,19.58,1.57,6.86,100.92,2.55
2017,10,18,13.37,93.12,10.88,19.29,19.01,2.77,6.83,100.57,4.25
2017,10,19,6.29,65.44,0.04,14.58,15.08,2.45,8.0,101.43,3.64
2017,10,20,8.61,77.44,0.15,15.94,16.22,2.48,7.76,101.04,3.78
2017,10,21,7.32,73.06,2.85,14.7,15.3,4.27,7.76,101.48,6.23
2017,10,22,5.86,72.38,2.95,11.8,12.86,2.37,8.28,102.1,3.43
2017,10,23,6.96,70.0,0.0,14.51,14.92,2.44,8.1,101.69,3.71
2017,10,24,8.91,75.25,0.0,17.15,17.44,1.76,7.79,101.33,2.87
2017,10,25,10.5,75.25,0.0,19.83,19.92,1.24,7.73,101.06,2.06
2017,10,26,11.17,79.69,1.6,19.71,19.76,2.86,7.56,100.8,4.32
2017,10,27,9.95,86.31,18.72,16.43,16.62,3.25,7.39,100.72,4.85
2017,10,28,9.28,80.56,0.04,16.57,17.44,1.86,8.03,100.8,2.89
2017,10,29,11.78,89.5,17.27,18.19,18.07,1.36,7.53,100.71,2.24
2017,10,30,7.93,71.25,0.01,16.65,16.86,2.97,8.45,101.12,4.48
2017,10,31,7.26,60.56,0.0,17.73,17.08,1.79,8.27,101.41,2.84
2017,11,1,9.52,73.5,0.03,18.71,18.51,3.07,8.02,101.32,4.71
2017,11,2,10.93,89.19,17.15,17.23,17.02,2.59,7.78,100.69,3.82
2017,11,3,8.97,74.38,0.03,17.62,17.83,2.98,8.33,100.78,4.51
2017,11,4,8.06,69.44,0.0,17.01,17.43,2.53,8.47,101.15,3.79
2017,11,5,9.64,72.62,0.0,19.1,19.65,1.52,8.26,101.51,2.44
2017,11,6,10.56,76.44,0.0,19.69,20.0,1.8,8.01,101.54,2.77
2017,11,7,11.23,85.62,0.26,18.52,18.66,2.3,7.91,101.19,3.45
2017,11,8,11.9,82.88,0.16,20.02,20.3,2.43,7.82,100.8,3.59
2017,11,9,9.4,70.94,0.0,19.29,19.51,3.11,8.73,100.93,4.66
2017,11,10,9.46,69.12,0.0,19.8,19.98,3.42,8.66,100.88,5.08
2017,11,11,7.26,64.31,0.0,16.9,17.46,3.44,8.95,101.05,5.13
2017,11,12,8.18,61.62,0.0,19.55,19.51,1.23,8.82,100.94,2.0
2017,11,13,10.56,66.69,0.0,22.12,22.43,2.21,8.37,101.02,3.36
2017,11,14,11.84,70.0,0.0,23.23,23.25,3.07,8.51,100.64,4.62
2017,11,15,12.33,74.75,5.52,22.36,22.49,4.29,8.07,100.14,6.34
2017,11,16,7.02,65.25,0.35,16.35,17.45,2.06,9.03,101.1,3.02
2017,11,17,7.51,59.94,0.0,18.33,18.86,4.15,8.66,100.61,6.06
2017,11,18,5.31,58.69,0.0,13.77,14.98,3.51,8.99,100.98,5.12
2017,11,19,6.59,54.69,0.0,17.32,17.82,4.36,8.84,100.65,6.42
2017,11,20,8.36,74.75,12.76,15.92,16.25,2.62,8.57,101.09,3.8
2017,11,21,6.71,63.19,0.43,16.18,17.26,2.35,9.12,101.51,3.46
2017,11,22,8.18,63.81,0.0,18.66,18.93,3.45,8.91,100.94,5.22
2017,11,23,9.28,62.25,0.06,20.93,20.98,4.66,8.73,100.43,6.84
2017,11,24,5.62,56.62,0.03,14.91,16.19,2.13,9.3,101.52,3.09
2017,11,25,7.02,60.94,0.01,17.46,18.51,1.19,9.17,101.4,1.91
2017,11,26,8.36,59.06,0.0,20.78,21.44,2.05,8.95,100.76,3.2
2017,11,27,6.77,53.38,0.0,19.05,19.91,4.44,9.1,101.42,6.39
2017,11,28,6.84,61.75,0.0,17.05,18.57,2.64,9.42,101.85,3.86
2017,11,29,9.77,68.38,0.0,20.83,21.63,3.09,8.79,101.25,4.56
2017,11,30,10.07,64.62,0.0,22.26,23.26,2.91,8.88,101.01,4.26
2017,12,1,10.38,66.31,0.0,22.0,23.21,3.21,8.94,101.06,4.61
2017,12,2,11.41,71.88,0.19,21.93,22.58,2.6,8.54,100.98,3.78
2017,12,3,11.6,77.06,8.77,21.08,21.96,3.81,8.48,101.06,5.51
2017,12,4,10.01,72.5,0.19,19.76,21.05,4.13,9.04,101.65,5.88
2017,12,5,10.38,68.5,0.0,21.63,23.01,2.6,8.97,101.53,3.73
2017,12,6,11.9,66.56,7.31,24.24,24.8,1.64,8.72,100.95,2.39
2017,12,7,12.63,69.5,0.03,24.39,25.37,1.91,8.8,100.65,2.8
2017,12,8,12.94,69.88,0.1,24.9,25.38,2.27,8.6,100.49,3.33
2017,12,9,10.62,54.94,0.01,26.65,27.08,3.51,9.3,100.4,5.19
2017,12,10,7.51,45.56,0.0,23.4,24.44,4.16,9.23,100.58,6.03
2017,12,11,6.9,55.5,0.0,18.83,20.94,3.45,9.55,101.35,4.87
2017,12,12,9.16,57.44,0.0,23.09,24.05,3.06,9.37,100.99,4.53
2017,12,13,10.44,62.69,4.27,24.3,25.34,2.81,8.76,100.81,4.12
2017,12,14,10.44,60.25,0.06,24.72,25.53,3.05,9.21,100.91,4.57
2017,12,15,9.64,44.69,0.0,28.05,28.69,2.12,9.16,100.65,3.31
2017,12,16,13.31,53.81,8.25,29.15,29.3,4.43,8.44,99.87,6.52
2017,12,17,8.67,60.31,36.45,20.27,21.09,4.89,9.29,101.15,7.07
2017,12,18,7.08,57.38,0.0,18.31,19.61,2.96,9.55,101.94,4.34
2017,12,19,10.13,82.31,7.85,17.51,17.73,2.41,8.72,101.62,3.64
2017,12,20,12.08,73.19,0.01,22.54,23.39,2.14,8.97,100.95,3.2
2017,12,21,15.69,79.94,2.19,25.22,25.35,2.03,8.64,100.65,3.07
2017,12,22,16.72,73.19,5.14,28.01,28.29,1.48,8.45,100.42,2.21
2017,12,23,10.44,70.5,11.99,20.38,20.53,3.59,9.06,100.91,5.27
2017,12,24,7.81,60.25,0.0,19.27,20.75,1.45,9.5,101.33,2.3
2017,12,25,10.13,58.94,0.0,23.54,23.8,2.5,9.15,100.84,3.84
2017,12,26,11.78,56.88,0.0,26.94,26.83,2.28,8.98,100.74,3.41
2017,12,27,12.88,64.81,0.0,25.93,26.71,2.2,8.98,101.1,3.18
2017,12,28,12.15,56.81,0.0,28.16,29.29,1.32,8.96,100.98,2.11
2017,12,29,12.33,54.75,0.0,28.82,29.89,1.95,8.73,100.65,3.02
2017,12,30,11.96,52.5,2.65,28.9,30.15,2.74,8.74,100.38,4.03
2017,12,31,9.52,59.69,0.18,21.94,22.7,3.98,8.98,100.88,5.67
2018,1,1,9.22,59.19,0.0,22.08,22.98,2.27,9.19,100.83,3.36
2018,1,2,8.42,51.56,0.0,24.45,25.3,2.88,9.17,100.39,4.38
2018,1,3,8.67,48.31,0.0,25.44,26.45,2.79,9.12,100.33,4.26
2018,1,4,10.5,46.19,0.0,28.98,29.11,3.54,8.64,100.17,5.36
2018,1,5,12.21,74.75,14.6,22.07,22.67,2.47,8.26,100.63,3.63
2018,1,6,7.51,52.62,0.0,21.76,23.29,1.88,9.38,101.42,2.79
2018,1,7,8.36,47.56,0.0,24.47,25.23,2.73,9.16,101.4,3.98
2018,1,8,9.46,49.31,0.0,26.42,27.5,2.35,8.97,101.55,3.6
2018,1,9,9.52,49.88,0.0,26.56,27.55,3.33,9.17,101.49,4.91
2018,1,10,13.12,58.44,0.0,28.62,30.34,2.66,8.76,101.25,3.79
2018,1,11,13.12,53.44,0.18,30.73,32.22,2.03,8.53,101.01,2.98
2018,1,12,15.14,64.06,4.58,28.81,29.46,1.83,8.23,100.5,2.69
2018,1,13,15.2,78.75,8.44,24.8,25.8,2.98,7.9,100.52,4.23
2018,1,14,10.68,79.38,7.17,18.95,19.76,5.33,8.38,100.83,7.64
2018,1,15,10.07,66.69,0.04,21.81,23.67,2.48,9.12,101.03,3.5
2018,1,16,11.72,65.44,0.0,24.55,26.25,1.69,8.8,101.31,2.58
2018,1,17,13.06,73.44,1.63,23.59,23.75,1.7,8.13,101.07,2.52
2018,1,18,11.9,62.0,1.7,25.83,26.66,2.53,8.91,100.99,3.8
2018,1,19,10.74,55.94,0.38,26.61,27.8,1.94,8.93,101.13,2.89
2018,1,20,10.8,56.88,0.01,26.51,27.8,2.47,8.8,101.05,3.65
2018,1,21,12.7,61.75,0.23,27.23,28.76,1.84,8.59,100.58,2.75
2018,1,22,12.94,60.38,0.23,27.73,29.61,1.16,8.4,100.19,1.8
2018,1,23,13.98,63.62,7.17,27.9,28.9,2.17,8.19,100.12,3.25
2018,1,24,8.42,53.5,0.03,22.56,24.06,4.73,8.95,101.2,6.71
2018,1,25,8.91,60.56,0.0,21.17,23.17,3.91,8.85,101.58,5.49
2018,1,26,9.7,54.69,0.0,24.51,25.44,3.52,8.52,101.19,5.06
2018,1,27,12.39,61.0,0.96,26.31,27.76,2.5,8.0,100.63,3.61
2018,1,28,9.83,53.81,0.02,25.9,27.47,2.92,8.76,100.83,4.19
2018,1,29,7.93,47.69,0.0,24.49,25.88,3.59,9.05,100.99,5.19
2018,1,30,10.13,53.44,0.0,26.08,27.7,2.95,8.63,100.77,4.3
2018,1,31,11.54,56.12,0.01,27.31,29.03,2.38,8.11,101.08,3.41
2018,2,1,11.54,52.25,0.0,28.69,30.52,1.09,7.88,101.03,1.7
2018,2,2,10.86,50.06,0.01,27.9,29.47,3.12,8.23,101.02,4.46
2018,2,3,10.07,53.81,0.0,25.68,27.84,2.85,8.55,101.09,4.03
2018,2,4,11.96,57.81,0.0,27.23,29.26,3.01,8.25,101.1,4.27
2018,2,5,11.41,52.0,0.0,28.27,30.46,2.3,8.09,100.88,3.28
2018,2,6,11.41,52.31,0.0,28.41,30.11,2.3,8.22,100.66,3.38
2018,2,7,11.17,47.19,0.0,29.89,31.58,1.91,8.17,100.5,2.83
2018,2,8,11.84,44.12,0.58,31.85,33.56,1.8,7.81,100.13,2.65
2018,2,9,12.94,67.75,29.48,24.19,23.9,2.54,7.54,100.36,3.79
2018,2,10,10.74,62.44,0.43,23.48,24.59,1.95,8.22,101.03,2.91
2018,2,11,6.9,56.31,7.23,18.19,19.05,4.3,8.38,101.84,6.23
2018,2,12,6.35,55.75,0.07,17.69,19.39,1.81,8.61,101.96,2.79
2018,2,13,6.59,50.19,0.0,20.11,21.42,1.66,8.42,101.9,2.72
2018,2,14,8.18,54.38,0.0,22.56,23.35,2.77,8.34,101.79,4.2
2018,2,15,10.38,59.25,0.0,24.43,25.48,3.2,8.12,101.66,4.66
2018,2,16,11.9,60.94,0.0,26.1,27.31,3.06,7.91,101.5,4.43
2018,2,17,11.54,57.56,0.0,26.96,28.28,2.25,7.84,101.05,3.34
2018,2,18,13.92,61.19,2.31,28.38,29.41,2.89,7.59,100.38,4.21
2018,2,19,15.62,80.56,17.33,24.78,25.18,1.5,7.08,100.22,2.24
2018,2,20,11.29,65.0,0.11,23.9,24.82,3.14,7.55,100.58,4.52
2018,2,21,10.13,67.56,0.61,21.18,22.18,3.11,7.63,101.15,4.51
2018,2,22,9.16,60.62,0.0,22.08,23.4,1.88,7.84,101.4,2.81
2018,2,23,10.31,62.44,0.0,23.25,24.48,1.57,7.43,101.5,2.41
2018,2,24,10.74,65.38,0.0,23.23,24.67,2.73,7.49,101.68,3.91
2018,2,25,10.13,63.06,0.0,22.94,24.38,2.77,7.49,101.61,4.0
2018,2,26,10.38,63.94,0.0,23.09,24.62,2.52,7.48,101.36,3.62
2018,2,27,10.62,60.31,0.02,24.9,26.7,1.84,7.33,101.01,2.77
2018,2,28,11.29,62.31,0.02,24.52,26.04,2.45,7.08,101.07,3.48
2018,3,1,11.6,60.38,0.0,26.07,27.82,1.16,7.18,101.13,1.87
2018,3,2,11.47,57.81,0.0,26.79,28.4,1.92,7.14,101.2,2.89
2018,3,3,11.72,56.38,0.1,27.31,28.78,2.04,7.11,100.89,3.02
2018,3,4,12.08,56.94,0.09,27.51,29.28,1.84,7.09,100.62,2.71
2018,3,5,10.19,54.06,0.02,24.96,25.88,3.85,6.83,100.92,5.59
2018,3,6,6.04,46.38,0.0,20.26,21.84,2.83,7.5,101.52,4.15
2018,3,7,6.65,48.12,0.0,21.45,23.37,1.62,7.33,101.39,2.56
2018,3,8,6.9,46.5,0.0,23.14,24.4,1.99,7.38,101.07,3.14
2018,3,9,8.06,45.81,0.0,25.05,26.13,1.96,6.93,100.76,3.12
2018,3,10,9.58,49.62,1.05,26.37,27.48,3.52,6.71,100.45,5.16
2018,3,11,7.08,54.25,0.23,19.5,20.87,3.63,7.17,101.04,5.28
2018,3,12,5.74,41.44,0.0,21.12,22.39,1.16,7.02,100.89,1.8
2018,3,13,5.55,38.5,0.0,21.9,22.69,2.77,6.94,100.74,4.23
2018,3,14,9.46,54.69,14.11,23.83,24.88,1.78,6.54,100.42,2.75
2018,3,15,6.23,49.44,0.48,18.7,18.65,4.23,6.92,100.93,6.04
2018,3,16,6.77,50.69,0.0,19.79,20.15,2.24,6.83,101.04,3.43
2018,3,17,11.72,66.12,5.63,23.23,23.96,2.81,6.12,100.4,4.09
2018,3,18,11.17,72.75,51.68,20.19,20.24,5.07,6.0,100.11,7.43
2018,3,19,6.59,57.56,0.0,17.19,17.15,2.28,6.71,100.96,3.48
2018,3,20,7.02,59.38,0.0,17.59,17.81,3.48,6.52,101.29,5.24
2018,3,21,7.14,69.06,0.0,15.44,16.56,2.73,6.61,101.7,3.98
2018,3,22,9.52,75.62,0.04,18.36,19.04,2.59,6.2,101.0,3.88
2018,3,23,12.15,75.19,6.56,22.33,22.58,2.24,5.92,100.47,3.46
2018,3,24,9.52,74.19,2.08,18.58,18.84,2.6,5.9,100.84,3.88
2018,3,25,6.16,66.69,12.48,13.84,14.54,4.09,6.3,101.74,6.02
2018,3,26,6.53,61.12,0.0,15.63,15.58,1.83,6.19,101.99,2.69
2018,3,27,9.28,77.5,0.0,17.6,18.07,2.38,6.05,101.74,3.69
2018,3,28,11.9,80.62,0.0,20.51,20.96,1.8,5.84,101.33,2.89
2018,3,29,11.9,72.94,0.0,22.68,22.8,1.44,5.77,101.25,2.42
2018,3,30,12.21,71.25,0.0,23.63,23.97,1.26,5.65,101.13,2.16
2018,3,31,12.02,71.62,0.04,23.44,23.9,2.55,5.49,101.04,3.84
2018,4,1,12.02,78.38,1.18,21.36,21.76,3.84,5.42,101.26,5.58
2018,4,2,10.8,77.44,0.03,20.15,21.05,2.39,5.51,101.33,3.51
2018,4,3,10.13,73.0,0.0,20.11,20.83,1.46,5.6,101.11,2.36
2018,4,4,9.95,67.88,0.0,21.21,21.6,1.45,5.61,100.89,2.37
2018,4,5,10.99,65.44,0.0,23.19,23.35,1.72,5.31,100.91,2.66
2018,4,6,10.74,87.62,40.13,17.37,17.58,4.06,4.93,101.16,5.92
2018,4,7,11.54,89.19,4.65,18.29,18.63,1.43,5.06,101.19,2.23
2018,4,8,12.88,90.0,5.34,19.87,19.83,1.71,4.72,101.47,2.78
2018,4,9,13.85,80.69,0.62,22.99,22.9,2.58,4.97,101.14,3.95
2018,4,10,14.1,76.31,0.0,23.95,23.43,3.34,4.79,100.49,5.07
2018,4,11,15.81,85.81,4.53,23.78,23.46,2.89,4.57,100.28,4.37
2018,4,12,7.26,67.25,5.97,15.63,15.83,4.2,5.19,101.76,6.2
2018,4,13,5.98,67.81,0.0,13.32,13.98,2.04,5.32,102.49,3.2
2018,4,14,8.48,78.44,0.0,16.05,16.36,2.66,5.16,102.52,4.06
2018,4,15,9.83,79.12,0.0,18.12,18.3,2.77,5.01,102.43,4.2
2018,4,16,10.8,78.44,0.0,19.69,19.76,3.09,4.9,102.0,4.63
2018,4,17,12.39,78.75,0.0,21.73,21.71,2.38,4.71,101.61,3.68
2018,4,18,13.98,78.56,1.02,23.63,23.4,1.66,4.38,101.36,2.62
2018,4,19,13.73,75.94,0.37,24.12,23.97,1.94,4.34,101.18,3.02
2018,4,20,15.5,94.94,20.14,21.81,21.49,2.68,4.28,100.82,4.09
2018,4,21,13.55,87.94,0.75,21.06,21.16,1.77,4.39,100.97,2.8
2018,4,22,13.49,85.25,1.16,21.49,21.31,1.05,4.48,100.92,1.61
2018,4,23,12.45,84.31,12.48,20.48,20.64,3.96,4.24,101.3,5.75
2018,4,24,11.78,83.5,0.07,19.81,20.12,3.26,4.27,101.74,4.74
2018,4,25,13.92,86.56,0.42,21.96,22.15,1.31,4.1,101.57,2.13
2018,4,26,15.14,89.38,0.01,22.52,22.24,3.07,4.02,101.18,4.6
2018,4,27,14.71,88.12,8.41,22.18,21.89,2.88,3.83,101.05,4.29
2018,4,28,13.37,91.12,56.98,20.18,20.24,2.78,3.84,101.4,4.07
2018,4,29,12.57,94.69,28.44,18.59,18.54,1.91,3.55,101.11,2.95
2018,4,30,9.46,80.62,6.55,16.83,16.92,3.27,4.14,101.57,4.79
2018,5,1,8.24,83.38,2.68,14.16,14.24,2.76,4.09,101.95,4.12
2018,5,2,10.31,91.44,10.84,15.99,15.73,2.82,3.89,101.39,4.31
2018,5,3,10.5,87.62,0.42,17.15,16.98,1.45,3.96,101.25,2.45
2018,5,4,11.78,92.5,5.68,18.01,17.92,2.42,3.8,101.4,3.64
2018,5,5,11.23,88.5,1.6,18.18,18.18,3.23,3.86,101.94,4.74
2018,5,6,11.78,88.81,0.13,18.83,18.95,2.83,3.77,102.13,4.2
2018,5,7,12.08,86.94,2.14,19.47,19.33,3.65,3.6,101.85,5.34
2018,5,8,12.88,94.75,35.33,18.98,18.91,2.67,3.26,101.47,3.92
2018,5,9,13.37,92.56,1.04,19.95,19.99,0.99,3.45,101.24,1.57
2018,5,10,12.57,95.06,52.71,18.47,18.3,3.87,3.42,100.75,5.66
2018,5,11,9.46,84.25,10.1,16.08,16.15,4.26,3.67,100.89,6.23
2018,5,12,8.0,77.25,0.07,15.05,14.14,1.3,3.82,101.51,2.01
2018,5,13,8.91,82.94,0.0,15.45,14.63,1.67,3.71,101.46,2.58
2018,5,14,10.13,90.75,0.0,15.89,15.89,2.29,3.49,100.95,3.5
2018,5,15,6.84,71.56,0.0,13.83,13.83,3.14,3.79,101.42,4.67
2018,5,16,5.98,77.81,0.0,10.54,10.81,1.87,3.76,102.0,2.76
2018,5,17,6.53,87.94,4.53,9.71,9.54,1.7,3.45,101.63,2.77
2018,5,18,7.32,86.69,1.73,11.65,11.87,1.69,3.53,101.46,2.72
2018,5,19,6.77,88.56,3.26,10.36,10.66,3.64,3.54,101.83,5.33
2018,5,20,6.77,84.44,0.0,11.15,11.8,1.57,3.58,101.59,2.42
2018,5,21,6.35,81.25,0.0,10.82,10.94,2.54,3.52,101.56,3.9
2018,5,22,5.0,76.62,0.0,8.54,8.5,2.1,3.67,101.92,3.5
2018,5,23,6.23,82.38,0.0,10.23,9.96,2.09,3.58,102.09,3.47
2018,5,24,6.1,79.38,0.0,10.94,10.55,1.75,3.48,102.21,3.02
2018,5,25,6.9,85.75,0.0,10.78,10.37,2.09,3.52,101.97,3.54
2018,5,26,8.06,88.06,0.0,12.26,12.15,2.37,3.47,101.47,3.77
2018,5,27,10.38,88.44,0.0,16.45,16.01,1.5,3.06,101.42,2.57
2018,5,28,13.24,93.06,3.99,19.65,18.98,3.14,2.96,100.92,4.82
2018,5,29,13.24,92.81,12.92,19.69,19.11,2.98,2.91,100.88,4.56
2018,5,30,9.52,88.75,23.6,15.21,15.12,3.35,3.0,101.35,4.87
2018,5,31,7.14,90.62,5.5,10.62,10.73,4.3,2.96,101.76,6.19
2018,6,1,5.37,82.44,0.86,8.2,8.64,4.41,3.29,102.03,6.34
2018,6,2,5.13,85.12,0.0,7.14,7.65,3.09,3.35,102.59,4.57
2018,6,3,5.37,82.56,0.0,8.11,8.71,1.49,3.32,103.03,2.37
2018,6,4,6.29,89.69,1.72,9.05,9.0,1.2,3.16,102.67,2.08
2018,6,5,5.37,84.31,0.03,7.78,7.99,1.5,3.16,101.94,2.25
2018,6,6,5.68,80.31,0.0,9.29,9.17,3.09,3.17,101.22,4.69
2018,6,7,4.64,75.06,0.0,7.38,7.45,3.9,3.24,101.51,5.8
2018,6,8,5.19,78.69,0.0,8.09,7.89,2.69,3.1,101.28,4.29
2018,6,9,7.26,88.38,0.0,11.04,11.06,2.13,2.96,100.88,3.29
2018,6,10,8.73,92.31,0.02,13.01,12.93,1.7,2.57,100.35,2.68
2018,6,11,7.81,90.94,0.15,11.72,11.76,2.77,2.9,100.6,4.05
2018,6,12,6.47,91.5,4.3,8.9,9.04,3.54,2.98,101.07,5.12
2018,6,13,5.13,89.94,0.29,5.94,6.4,3.89,3.11,102.18,5.59
2018,6,14,4.33,84.5,0.0,4.92,5.49,2.66,3.2,102.75,3.99
2018,6,15,4.27,81.06,0.0,5.06,4.75,1.66,3.22,103.12,2.43
2018,6,16,4.33,81.44,0.0,5.19,4.49,1.88,3.21,102.93,3.03
2018,6,17,4.88,83.88,0.0,6.59,6.44,2.73,3.16,102.55,4.26
2018,6,18,5.62,84.62,0.0,8.24,8.01,2.67,3.17,102.25,4.16
2018,6,19,6.77,87.69,0.0,10.1,9.9,2.7,3.04,101.67,4.19
2018,6,20,9.46,91.38,0.33,14.08,13.81,1.71,2.9,101.33,2.78
2018,6,21,6.1,73.0,1.93,11.23,10.73,3.62,3.23,101.48,5.46
2018,6,22,5.13,72.0,0.03,9.21,8.73,2.61,3.16,101.37,4.02
2018,6,23,5.07,76.38,0.18,8.14,8.17,3.39,3.11,101.42,5.02
2018,6,24,2.69,67.38,0.0,2.17,2.71,1.62,3.29,102.14,2.65
2018,6,25,4.03,71.38,0.0,6.18,6.08,2.68,3.18,101.48,4.17
2018,6,26,5.13,81.0,0.0,7.59,7.12,2.48,3.14,101.22,3.99
2018,6,27,6.1,85.38,0.0,9.23,8.58,2.41,3.0,101.09,3.98
2018,6,28,7.14,88.38,0.0,10.72,9.76,1.6,2.91,101.37,2.68
2018,6,29,7.02,81.5,0.2,12.19,10.86,1.52,2.81,101.34,2.32
2018,6,30,7.26,89.44,0.0,10.5,9.44,1.7,3.02,101.29,2.76
2018,7,1,9.16,95.12,0.83,13.32,13.18,1.67,2.17,100.76,2.59
2018,7,2,6.04,82.5,0.1,9.42,9.55,3.97,3.04,101.6,5.71
2018,7,3,4.03,79.88,0.0,4.57,5.11,2.55,3.23,102.55,3.81
2018,7,4,4.64,77.81,0.01,6.83,7.04,1.9,3.06,101.98,3.05
2018,7,5,5.43,84.12,0.0,7.93,7.9,2.88,3.03,101.87,4.41
2018,7,6,6.41,90.0,6.56,8.93,8.99,3.48,2.84,101.83,5.09
2018,7,7,7.32,94.69,8.31,10.32,10.19,3.65,2.85,101.5,5.25
2018,7,8,6.23,87.38,0.45,9.44,9.65,3.51,3.06,102.53,5.09
2018,7,9,5.13,82.44,0.0,7.55,7.8,1.89,3.19,103.14,2.9
2018,7,10,4.88,83.31,0.0,6.56,6.09,2.2,3.22,102.82,3.53
2018,7,11,5.8,86.31,0.0,8.38,8.48,2.45,3.3,102.37,3.74
2018,7,12,6.59,88.12,0.0,9.8,9.69,2.74,3.2,101.73,4.21
2018,7,13,6.77,87.62,0.0,10.23,9.93,1.93,3.11,101.34,3.12
2018,7,14,8.36,91.31,0.0,12.71,11.92,2.32,3.01,100.7,3.66
